experiment_id,draw_id,pathway,source_database,perturbation_type,perturbation_strength,perturbation_seed,method,gene_count,truth_fallback_used,truth_count,average_precision,recall_at_3,ndcg_at_3,chance_recall_at_3,chance_ndcg_at_3,recall_at_5,ndcg_at_5,chance_recall_at_5,chance_ndcg_at_5,recall_at_10,ndcg_at_10,chance_recall_at_10,chance_ndcg_at_10,chance_average_precision
d01_p01_mixed_direction_a100,1,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG,mixed_direction,1.0,20364902,vanilla_scpa,42,True,7,0.8883928571428571,0.42857142857142855,1.0,0.07142857142857142,0.16666666666666666,0.7142857142857143,1.0,0.11904761904761904,0.16666666666666666,0.8571428571428571,0.9083745556952364,0.23809523809523808,0.20815282153870118,0.2342833903790313
d01_p01_mixed_direction_a100,1,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG,mixed_direction,1.0,20364902,genept_scpa,42,True,7,0.5058702268786303,0.2857142857142857,0.7653606369886217,0.07142857142857142,0.16666666666666666,0.42857142857142855,0.6843515475204855,0.11904761904761904,0.16666666666666666,0.42857142857142855,0.5546406709327603,0.23809523809523808,0.20815282153870118,0.2342833903790313
d01_p01_null_a000,1,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG,null,0.0,20361902,vanilla_scpa,42,False,7,0.22102889936462392,0.14285714285714285,0.23463936301137822,0.07142857142857142,0.16666666666666666,0.14285714285714285,0.16958010263680806,0.11904761904761904,0.16666666666666666,0.2857142857142857,0.23535109180711322,0.23809523809523808,0.20815282153870118,0.2342833903790313
d01_p01_null_a000,1,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG,null,0.0,20361902,genept_scpa,42,False,7,0.4435254803675857,0.14285714285714285,0.2960819109658652,0.07142857142857142,0.16666666666666666,0.2857142857142857,0.34519134224686937,0.11904761904761904,0.16666666666666666,0.7142857142857143,0.5471371131678768,0.23809523809523808,0.20815282153870118,0.2342833903790313
d01_p02_cell_subset_a050,1,KEGG_INOSITOL_PHOSPHATE_METABOLISM,KEGG,cell_subset,0.5,20463902,vanilla_scpa,50,False,8,0.47181572347902984,0.25,0.7653606369886217,0.06,0.16,0.25,0.5531464700081437,0.1,0.16,0.375,0.5026317885449211,0.2,0.18388162866580696,0.2199863772285044
d01_p02_cell_subset_a050,1,KEGG_INOSITOL_PHOSPHATE_METABOLISM,KEGG,cell_subset,0.5,20463902,genept_scpa,50,False,8,0.18356701086410615,0.0,0.0,0.06,0.16,0.0,0.0,0.1,0.16,0.125,0.07311683844390994,0.2,0.18388162866580696,0.2199863772285044
d01_p02_cell_subset_a100,1,KEGG_INOSITOL_PHOSPHATE_METABOLISM,KEGG,cell_subset,1.0,20463902,vanilla_scpa,50,False,8,0.13695966998038667,0.0,0.0,0.06,0.16,0.0,0.0,0.1,0.16,0.125,0.07311683844390994,0.2,0.18388162866580696,0.2199863772285044
d01_p02_cell_subset_a100,1,KEGG_INOSITOL_PHOSPHATE_METABOLISM,KEGG,cell_subset,1.0,20463902,genept_scpa,50,False,8,0.24189935135605764,0.125,0.2960819109658652,0.06,0.16,0.125,0.21398626473452756,0.1,0.16,0.25,0.249689085777264,0.2,0.18388162866580696,0.2199863772285044
d01_p02_mean_shift_a050,1,KEGG_INOSITOL_PHOSPHATE_METABOLISM,KEGG,mean_shift,0.5,20462902,vanilla_scpa,50,False,8,0.5077407296650718,0.25,0.7039180890341347,0.06,0.16,0.375,0.6548086577531307,0.1,0.16,0.375,0.48835054676924156,0.2,0.18388162866580696,0.2199863772285044
d01_p02_mean_shift_a050,1,KEGG_INOSITOL_PHOSPHATE_METABOLISM,KEGG,mean_shift,0.5,20462902,genept_scpa,50,False,8,0.9305555555555556,0.375,1.0,0.06,0.16,0.625,1.0,0.1,0.16,0.875,0.9202054614375518,0.2,0.18388162866580696,0.2199863772285044
d01_p02_mean_shift_a100,1,KEGG_INOSITOL_PHOSPHATE_METABOLISM,KEGG,mean_shift,1.0,20462902,vanilla_scpa,50,False,8,0.6930059523809523,0.375,1.0,0.06,0.16,0.375,0.7227265726449519,0.1,0.16,0.625,0.708897678491198,0.2,0.18388162866580696,0.2199863772285044
d01_p02_mean_shift_a100,1,KEGG_INOSITOL_PHOSPHATE_METABOLISM,KEGG,mean_shift,1.0,20462902,genept_scpa,50,False,8,0.9362980769230769,0.375,1.0,0.06,0.16,0.625,1.0,0.1,0.16,0.875,0.9156857657441143,0.2,0.18388162866580696,0.2199863772285044
d01_p02_mixed_direction_a050,1,KEGG_INOSITOL_PHOSPHATE_METABOLISM,KEGG,mixed_direction,0.5,20464902,vanilla_scpa,50,True,8,0.1482084879406308,0.0,0.0,0.06,0.16,0.125,0.13120507751234178,0.1,0.16,0.125,0.09785159463516042,0.2,0.18388162866580696,0.2199863772285044
d01_p02_mixed_direction_a050,1,KEGG_INOSITOL_PHOSPHATE_METABOLISM,KEGG,mixed_direction,0.5,20464902,genept_scpa,50,True,8,0.3117111207590858,0.125,0.46927872602275644,0.06,0.16,0.25,0.4703652827859579,0.1,0.16,0.25,0.35079429740281753,0.2,0.18388162866580696,0.2199863772285044
d01_p02_mixed_direction_a100,1,KEGG_INOSITOL_PHOSPHATE_METABOLISM,KEGG,mixed_direction,1.0,20464902,vanilla_scpa,50,True,8,0.6147222222222223,0.375,1.0,0.06,0.16,0.5,0.8687949224876582,0.1,0.16,0.5,0.647939623894138,0.2,0.18388162866580696,0.2199863772285044
d01_p02_mixed_direction_a100,1,KEGG_INOSITOL_PHOSPHATE_METABOLISM,KEGG,mixed_direction,1.0,20464902,genept_scpa,50,True,8,0.659813135780628,0.375,1.0,0.06,0.16,0.5,0.8687949224876582,0.1,0.16,0.5,0.647939623894138,0.2,0.18388162866580696,0.2199863772285044
d01_p02_null_a000,1,KEGG_INOSITOL_PHOSPHATE_METABOLISM,KEGG,null,0.0,20461902,vanilla_scpa,50,False,8,0.21095938972089365,0.0,0.0,0.06,0.16,0.125,0.14606834984270645,0.1,0.16,0.375,0.28335073552600926,0.2,0.18388162866580696,0.2199863772285044
d01_p02_null_a000,1,KEGG_INOSITOL_PHOSPHATE_METABOLISM,KEGG,null,0.0,20461902,genept_scpa,50,False,8,0.41396774094253086,0.25,0.7039180890341347,0.06,0.16,0.25,0.5087403079104241,0.1,0.16,0.375,0.45253089259539564,0.2,0.18388162866580696,0.2199863772285044
d01_p03_cell_subset_a050,1,KEGG_BUTANOATE_METABOLISM,KEGG,cell_subset,0.5,20563902,vanilla_scpa,27,False,5,0.33904761904761904,0.2,0.23463936301137822,0.1111111111111111,0.18518518518518517,0.4,0.30078518014914984,0.18518518518518517,0.1851851851851852,0.6,0.4138385819070219,0.37037037037037035,0.2853693551442405,0.27580063899080604
d01_p03_cell_subset_a050,1,KEGG_BUTANOATE_METABOLISM,KEGG,cell_subset,0.5,20563902,genept_scpa,27,False,5,0.6215384615384616,0.4,0.7653606369886217,0.1111111111111111,0.18518518518518517,0.6,0.6843515475204855,0.18518518518518517,0.1851851851851852,0.6,0.6843515475204855,0.37037037037037035,0.2853693551442405,0.27580063899080604
d01_p03_cell_subset_a100,1,KEGG_BUTANOATE_METABOLISM,KEGG,cell_subset,1.0,20563902,vanilla_scpa,27,False,5,0.41714285714285715,0.2,0.2960819109658652,0.1111111111111111,0.18518518518518517,0.6,0.4912596920895758,0.18518518518518517,0.1851851851851852,0.6,0.4912596920895758,0.37037037037037035,0.2853693551442405,0.27580063899080604
d01_p03_cell_subset_a100,1,KEGG_BUTANOATE_METABOLISM,KEGG,cell_subset,1.0,20563902,genept_scpa,27,False,5,0.4972650878533231,0.2,0.46927872602275644,0.1111111111111111,0.18518518518518517,0.4,0.4703652827859579,0.18518518518518517,0.1851851851851852,0.6,0.58341868454383,0.37037037037037035,0.2853693551442405,0.27580063899080604
d01_p03_mean_shift_a050,1,KEGG_BUTANOATE_METABOLISM,KEGG,mean_shift,0.5,20562902,vanilla_scpa,27,False,5,0.36635706914344685,0.2,0.2960819109658652,0.1111111111111111,0.18518518518518517,0.4,0.36005461457723403,0.18518518518518517,0.1851851851851852,0.6,0.4621520097001457,0.37037037037037035,0.2853693551442405,0.27580063899080604
d01_p03_mean_shift_a050,1,KEGG_BUTANOATE_METABOLISM,KEGG,mean_shift,0.5,20562902,genept_scpa,27,False,5,0.643073593073593,0.4,0.7039180890341347,0.1111111111111111,0.18518518518518517,0.6,0.6548086577531307,0.18518518518518517,0.1851851851851852,0.8,0.7678620595110026,0.37037037037037035,0.2853693551442405,0.27580063899080604
d01_p03_mean_shift_a100,1,KEGG_BUTANOATE_METABOLISM,KEGG,mean_shift,1.0,20562902,vanilla_scpa,27,False,5,0.6383333333333333,0.4,0.7653606369886217,0.1111111111111111,0.18518518518518517,0.4,0.5531464700081437,0.18518518518518517,0.1851851851851852,0.8,0.7581788882067646,0.37037037037037035,0.2853693551442405,0.27580063899080604
d01_p03_mean_shift_a100,1,KEGG_BUTANOATE_METABOLISM,KEGG,mean_shift,1.0,20562902,genept_scpa,27,False,5,0.8526315789473685,0.6,1.0,0.1111111111111111,0.18518518518518517,0.8,0.8687949224876582,0.18518518518518517,0.1851851851851852,0.8,0.8687949224876582,0.37037037037037035,0.2853693551442405,0.27580063899080604
d01_p03_mixed_direction_a050,1,KEGG_BUTANOATE_METABOLISM,KEGG,mixed_direction,0.5,20564902,vanilla_scpa,27,True,5,0.4298941798941799,0.2,0.46927872602275644,0.1111111111111111,0.18518518518518517,0.4,0.48522855511632257,0.18518518518518517,0.1851851851851852,0.4,0.48522855511632257,0.37037037037037035,0.2853693551442405,0.27580063899080604
d01_p03_mixed_direction_a050,1,KEGG_BUTANOATE_METABOLISM,KEGG,mixed_direction,0.5,20564902,genept_scpa,27,True,5,0.5195545195545195,0.4,0.7653606369886217,0.1111111111111111,0.18518518518518517,0.4,0.5531464700081437,0.18518518518518517,0.1851851851851852,0.4,0.5531464700081437,0.37037037037037035,0.2853693551442405,0.27580063899080604
d01_p03_mixed_direction_a100,1,KEGG_BUTANOATE_METABOLISM,KEGG,mixed_direction,1.0,20564902,vanilla_scpa,27,True,5,0.6931092436974791,0.4,0.7653606369886217,0.1111111111111111,0.18518518518518517,0.6,0.6843515475204855,0.18518518518518517,0.1851851851851852,0.8,0.7974049492783576,0.37037037037037035,0.2853693551442405,0.27580063899080604
d01_p03_mixed_direction_a100,1,KEGG_BUTANOATE_METABOLISM,KEGG,mixed_direction,1.0,20564902,genept_scpa,27,True,5,0.7976190476190476,0.6,1.0,0.1111111111111111,0.18518518518518517,0.6,0.7227265726449519,0.18518518518518517,0.1851851851851852,0.8,0.8357799744028239,0.37037037037037035,0.2853693551442405,0.27580063899080604
d01_p03_null_a000,1,KEGG_BUTANOATE_METABOLISM,KEGG,null,0.0,20561902,vanilla_scpa,27,False,5,0.7,0.4,0.7653606369886217,0.1111111111111111,0.18518518518518517,0.4,0.5531464700081437,0.18518518518518517,0.1851851851851852,1.0,0.8789901909062586,0.37037037037037035,0.2853693551442405,0.27580063899080604
d01_p03_null_a000,1,KEGG_BUTANOATE_METABOLISM,KEGG,null,0.0,20561902,genept_scpa,27,False,5,0.4473809523809524,0.2,0.46927872602275644,0.1111111111111111,0.18518518518518517,0.4,0.4703652827859579,0.18518518518518517,0.1851851851851852,0.6,0.58341868454383,0.37037037037037035,0.2853693551442405,0.27580063899080604
d01_p04_cell_subset_a050,1,KEGG_GLUTATHIONE_METABOLISM,KEGG,cell_subset,0.5,20663902,vanilla_scpa,35,False,6,0.3580758322137633,0.16666666666666666,0.2960819109658652,0.08571428571428572,0.17142857142857143,0.3333333333333333,0.36005461457723403,0.14285714285714285,0.1714285714285714,0.5,0.4221121032555764,0.2857142857142857,0.2356957751281037,0.24811484130377223
d01_p04_cell_subset_a050,1,KEGG_GLUTATHIONE_METABOLISM,KEGG,cell_subset,0.5,20663902,genept_scpa,35,False,6,0.11575961207905199,0.0,0.0,0.08571428571428572,0.17142857142857143,0.0,0.0,0.14285714285714285,0.1714285714285714,0.0,0.0,0.2857142857142857,0.2356957751281037,0.24811484130377223
d01_p04_cell_subset_a100,1,KEGG_GLUTATHIONE_METABOLISM,KEGG,cell_subset,1.0,20663902,vanilla_scpa,35,False,6,0.23401556776556776,0.0,0.0,0.08571428571428572,0.17142857142857143,0.3333333333333333,0.27727342735504823,0.14285714285714285,0.1714285714285714,0.3333333333333333,0.24738635904833417,0.2857142857142857,0.2356957751281037,0.24811484130377223
d01_p04_cell_subset_a100,1,KEGG_GLUTATHIONE_METABOLISM,KEGG,cell_subset,1.0,20663902,genept_scpa,35,False,6,0.11628258995906056,0.0,0.0,0.08571428571428572,0.17142857142857143,0.0,0.0,0.14285714285714285,0.1714285714285714,0.0,0.0,0.2857142857142857,0.2356957751281037,0.24811484130377223
d01_p04_mean_shift_a050,1,KEGG_GLUTATHIONE_METABOLISM,KEGG,mean_shift,0.5,20662902,vanilla_scpa,35,False,6,0.18725065783889314,0.0,0.0,0.08571428571428572,0.17142857142857143,0.16666666666666666,0.13120507751234178,0.14285714285714285,0.1714285714285714,0.3333333333333333,0.21793006430423467,0.2857142857142857,0.2356957751281037,0.24811484130377223
d01_p04_mean_shift_a050,1,KEGG_GLUTATHIONE_METABOLISM,KEGG,mean_shift,0.5,20662902,genept_scpa,35,False,6,0.6394300144300143,0.3333333333333333,0.7653606369886217,0.08571428571428572,0.17142857142857143,0.5,0.6992148198508501,0.14285714285714285,0.1714285714285714,0.6666666666666666,0.7247145167543899,0.2857142857142857,0.2356957751281037,0.24811484130377223
d01_p04_mean_shift_a100,1,KEGG_GLUTATHIONE_METABOLISM,KEGG,mean_shift,1.0,20662902,vanilla_scpa,35,False,6,0.8061868686868685,0.5,1.0,0.08571428571428572,0.17142857142857143,0.5,0.7227265726449519,0.14285714285714285,0.1714285714285714,0.8333333333333334,0.8480740740411332,0.2857142857142857,0.2356957751281037,0.24811484130377223
d01_p04_mean_shift_a100,1,KEGG_GLUTATHIONE_METABOLISM,KEGG,mean_shift,1.0,20662902,genept_scpa,35,False,6,0.9150793650793649,0.5,1.0,0.08571428571428572,0.17142857142857143,0.6666666666666666,0.8539316501572937,0.14285714285714285,0.1714285714285714,1.0,0.9705437052559006,0.2857142857142857,0.2356957751281037,0.24811484130377223
d01_p04_mixed_direction_a050,1,KEGG_GLUTATHIONE_METABOLISM,KEGG,mixed_direction,0.5,20664902,vanilla_scpa,35,True,6,0.22654106546579666,0.16666666666666666,0.2960819109658652,0.08571428571428572,0.17142857142857143,0.16666666666666666,0.21398626473452756,0.14285714285714285,0.1714285714285714,0.16666666666666666,0.19092086617893467,0.2857142857142857,0.2356957751281037,0.24811484130377223
d01_p04_mixed_direction_a050,1,KEGG_GLUTATHIONE_METABOLISM,KEGG,mixed_direction,0.5,20664902,genept_scpa,35,True,6,0.5877976190476191,0.3333333333333333,0.7653606369886217,0.08571428571428572,0.17142857142857143,0.3333333333333333,0.5531464700081437,0.14285714285714285,0.1714285714285714,0.6666666666666666,0.6967728672917264,0.2857142857142857,0.2356957751281037,0.24811484130377223
d01_p04_mixed_direction_a100,1,KEGG_GLUTATHIONE_METABOLISM,KEGG,mixed_direction,1.0,20664902,vanilla_scpa,35,True,6,0.5793332027168233,0.5,1.0,0.08571428571428572,0.17142857142857143,0.5,0.7227265726449519,0.14285714285714285,0.1714285714285714,0.5,0.644824486427155,0.2857142857142857,0.2356957751281037,0.24811484130377223
d01_p04_mixed_direction_a100,1,KEGG_GLUTATHIONE_METABOLISM,KEGG,mixed_direction,1.0,20664902,genept_scpa,35,True,6,0.6014139755519066,0.3333333333333333,0.7653606369886217,0.08571428571428572,0.17142857142857143,0.5,0.6843515475204855,0.14285714285714285,0.1714285714285714,0.6666666666666666,0.7016782760391698,0.2857142857142857,0.2356957751281037,0.24811484130377223
d01_p04_null_a000,1,KEGG_GLUTATHIONE_METABOLISM,KEGG,null,0.0,20661902,vanilla_scpa,35,False,6,0.14119339047499968,0.0,0.0,0.08571428571428572,0.17142857142857143,0.0,0.0,0.14285714285714285,0.1714285714285714,0.0,0.0,0.2857142857142857,0.2356957751281037,0.24811484130377223
d01_p04_null_a000,1,KEGG_GLUTATHIONE_METABOLISM,KEGG,null,0.0,20661902,genept_scpa,35,False,6,0.29803750382030314,0.16666666666666666,0.46927872602275644,0.08571428571428572,0.17142857142857143,0.16666666666666666,0.3391602052736161,0.14285714285714285,0.1714285714285714,0.16666666666666666,0.30260241349881345,0.2857142857142857,0.2356957751281037,0.24811484130377223
d01_p05_cell_subset_a050,1,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,KEGG,cell_subset,0.5,20763902,vanilla_scpa,18,True,3,0.2333333333333333,0.3333333333333333,0.23463936301137822,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.23463936301137822,0.2777777777777778,0.23060818983965004,0.6666666666666666,0.370291336443826,0.5555555555555556,0.3553659562978162,0.2889758861860938
d01_p05_cell_subset_a050,1,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,KEGG,cell_subset,0.5,20763902,genept_scpa,18,True,3,0.21623093681917213,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.20210734650054757,0.2777777777777778,0.23060818983965004,0.6666666666666666,0.34337431936037655,0.5555555555555556,0.3553659562978162,0.2889758861860938
d01_p05_cell_subset_a100,1,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,KEGG,cell_subset,1.0,20763902,vanilla_scpa,18,True,3,0.27678571428571425,0.3333333333333333,0.2960819109658652,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.2960819109658652,0.2777777777777778,0.23060818983965004,0.3333333333333333,0.2960819109658652,0.5555555555555556,0.3553659562978162,0.2889758861860938
d01_p05_cell_subset_a100,1,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,KEGG,cell_subset,1.0,20763902,genept_scpa,18,True,3,0.21160130718954248,0.3333333333333333,0.23463936301137822,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.23463936301137822,0.2777777777777778,0.23060818983965004,0.3333333333333333,0.23463936301137822,0.5555555555555556,0.3553659562978162,0.2889758861860938
d01_p05_mean_shift_a050,1,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,KEGG,mean_shift,0.5,20762902,vanilla_scpa,18,True,3,0.8666666666666667,0.6666666666666666,0.7653606369886217,0.16666666666666666,0.16666666666666666,1.0,0.9469024295259745,0.2777777777777778,0.23060818983965004,1.0,0.9469024295259745,0.5555555555555556,0.3553659562978162,0.2889758861860938
d01_p05_mean_shift_a050,1,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,KEGG,mean_shift,0.5,20762902,genept_scpa,18,True,3,0.6464646464646464,0.6666666666666666,0.7039180890341347,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.7039180890341347,0.2777777777777778,0.23060818983965004,0.6666666666666666,0.7039180890341347,0.5555555555555556,0.3553659562978162,0.2889758861860938
d01_p05_mean_shift_a100,1,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,KEGG,mean_shift,1.0,20762902,vanilla_scpa,18,True,3,0.34027777777777773,0.3333333333333333,0.2960819109658652,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.2960819109658652,0.2777777777777778,0.23060818983965004,0.6666666666666666,0.4632423659320675,0.5555555555555556,0.3553659562978162,0.2889758861860938
d01_p05_mean_shift_a100,1,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,KEGG,mean_shift,1.0,20762902,genept_scpa,18,True,3,0.7435897435897436,0.6666666666666666,0.7653606369886217,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.7653606369886217,0.2777777777777778,0.23060818983965004,0.6666666666666666,0.7653606369886217,0.5555555555555556,0.3553659562978162,0.2889758861860938
d01_p05_mixed_direction_a050,1,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,KEGG,mixed_direction,0.5,20764902,vanilla_scpa,18,True,3,0.6269841269841269,0.6666666666666666,0.7039180890341347,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.7039180890341347,0.2777777777777778,0.23060818983965004,0.6666666666666666,0.7039180890341347,0.5555555555555556,0.3553659562978162,0.2889758861860938
d01_p05_mixed_direction_a050,1,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,KEGG,mixed_direction,0.5,20764902,genept_scpa,18,True,3,0.7222222222222222,0.6666666666666666,0.7653606369886217,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.7653606369886217,0.2777777777777778,0.23060818983965004,0.6666666666666666,0.7653606369886217,0.5555555555555556,0.3553659562978162,0.2889758861860938
d01_p05_mixed_direction_a100,1,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,KEGG,mixed_direction,1.0,20764902,vanilla_scpa,18,True,3,0.7222222222222222,0.6666666666666666,0.7653606369886217,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.7653606369886217,0.2777777777777778,0.23060818983965004,0.6666666666666666,0.7653606369886217,0.5555555555555556,0.3553659562978162,0.2889758861860938
d01_p05_mixed_direction_a100,1,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,KEGG,mixed_direction,1.0,20764902,genept_scpa,18,True,3,0.7254901960784313,0.6666666666666666,0.7653606369886217,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.7653606369886217,0.2777777777777778,0.23060818983965004,0.6666666666666666,0.7653606369886217,0.5555555555555556,0.3553659562978162,0.2889758861860938
d01_p05_null_a000,1,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,KEGG,null,0.0,20761902,vanilla_scpa,18,True,3,0.31666666666666665,0.0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.38364913903790027,0.2777777777777778,0.23060818983965004,1.0,0.519301112470348,0.5555555555555556,0.3553659562978162,0.2889758861860938
d01_p05_null_a000,1,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,KEGG,null,0.0,20761902,genept_scpa,18,True,3,0.31666666666666665,0.0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.38364913903790027,0.2777777777777778,0.23060818983965004,1.0,0.519301112470348,0.5555555555555556,0.3553659562978162,0.2889758861860938
d01_p06_cell_subset_a050,1,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,KEGG,cell_subset,0.5,20863902,vanilla_scpa,20,False,3,0.5535714285714285,0.3333333333333333,0.46927872602275644,0.15,0.15,0.3333333333333333,0.46927872602275644,0.25,0.20754737085568503,1.0,0.7737459235132744,0.5,0.3198293606680346,0.26621466887221734
